epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,25.3575,1.0097,1.00227,0.98437,0.93736,0.99776,0.99125,0.67333,1.12709,2.19486,0.99956,0.0001664,0.0001664,0.0001664
42,25.9665,1.36226,1.39543,1.14465,0.93736,0.99776,0.99125,0.67333,1.12709,2.19486,0.99956,0.000154324,0.000154324,0.000154324
43,26.5983,1.24104,1.27613,1.03266,1,0.90489,0.995,0.65788,1.11486,2.11992,0.99836,0.000141456,0.000141456,0.000141456
44,27.1934,1.06634,1.14675,1.04639,1,0.90489,0.995,0.65788,1.11486,2.11992,0.99836,0.000127796,0.000127796,0.000127796
45,27.82,1.13283,1.08069,1.18558,1,0.86818,0.995,0.66758,1.11296,2.07166,1.00346,0.000113344,0.000113344,0.000113344
46,28.4106,0.92223,1.03306,0.95046,1,0.86818,0.995,0.66758,1.11296,2.07166,1.00346,9.81e-05,9.81e-05,9.81e-05
47,29.0309,1.11364,1.08077,1.08426,1,0.79402,0.995,0.67466,1.12263,2.03181,1.00643,8.2064e-05,8.2064e-05,8.2064e-05
48,29.6302,1.03354,0.94714,1.04043,1,0.79402,0.995,0.67466,1.12263,2.03181,1.00643,6.5236e-05,6.5236e-05,6.5236e-05
49,30.2573,1.07364,1.21441,0.90961,1,0.77597,0.995,0.68112,1.11479,1.99713,1.00079,4.7616e-05,4.7616e-05,4.7616e-05
50,30.8595,0.93949,0.98717,0.82009,1,0.77597,0.995,0.68112,1.11479,1.99713,1.00079,2.9204e-05,2.9204e-05,2.9204e-05
